lemma_id,baseline_status,strict_status,fast_status,synergy_status,baseline_runtime,strict_runtime,fast_runtime,synergy_runtime,baseline_urc,strict_urc,fast_urc,synergy_urc,category,in_frag_baseline,in_frag_strict,in_frag_fast,in_frag_synergy,ast_depth,binder_count,complexity_band,raw_ast,baseline_final_ast,strict_final_ast,fast_final_ast,synergy_final_ast,baseline_error,strict_error,fast_error,synergy_error
CompCert:Lineartyping:wt_callstate_agree,Failed,Failed,Failed,Failed,255.55,246.31,158.37,157.02,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import compcert.common.Values.
Require Import compcert.x86.Machregs.
Require Import compcert.common.Memory.
Require Import compcert.common.Globalenvs.
Require Import compcert.lib.Coqlib.

Lemma wt_callstate_agree : forall s f rs m,
  wt_state (Callstate s f rs m) ->
  agree_callee_save rs (parent_locset s) /\ agree_outgoing_arguments (funsig f) rs (parent_locset s).
Proof.
  intros s f rs m H.
  inv H.
  auto.
Qed.",,,,,,,,
CompCert:Lineartyping:wt_returnstate_agree,Failed,Failed,Failed,Failed,268.1,251.72,157.48,156.8,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import compcert.common.Values.
Require Import compcert.common.Memory.
Require Import compcert.common.Globalenvs.
Require Import compcert.lib.Integers.
Require Import compcert.lib.Floats.
Require Import compcert.lib.Maps.
Require Import compcert.common.AST.
Require Import compcert.x86.Asm.

Lemma wt_returnstate_agree : forall s rs m,
  wt_state (Returnstate s rs m) ->
  agree_callee_save rs (parent_locset s) /\ outgoing_undef rs.
Proof.
  intros s rs m H.
 ",,,,,,,,
CompCert:ValueDomain:bc_below_invalid,Failed,Failed,Failed,Failed,208.54,280.52,158.14,155.42,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Lemma bc_below_invalid : forall (b bc bound : nat), ~(b < bound) -> (forall x : nat, x < bound -> bc x = BCvalid) -> bc b = BCinvalid.
Proof.
  intros b bc bound H H0.
  destruct (bc b) eqn:E.
  - exfalso. apply H. apply H0. assumption.
  - reflexivity.
Qed.",,,,,,,,
CompCert:ValueDomain:cmatch_lub_l,Failed,Failed,Failed,Failed,122.74,131.84,72.45,72.08,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.EqNat.
Require Import Coq.Bool.Bool.

Lemma cmatch_club : forall (ob : nat) (x y : bool), cmatch ob x -> cmatch ob (club x y).
Proof.
  intros ob x y H.
  unfold club.
  inv H.
  - destruct y; try constructor.
  - destruct y; try constructor.
    replace b0 with b by (apply eqb_prop; assumption).
    constructor.
Qed.",,,,,,,,
CompCert:ValueDomain:cmatch_lub_r,Failed,Failed,Failed,Failed,55.09,57.2,38.35,38.2,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Require Import Coq.Bool.Bool.

Lemma cmatch_club : forall (ob : bool) (x y : bool), cmatch ob y -> cmatch ob (club x y).
Proof.
  intros ob x y H.
  unfold club.
  inv H.
  - destruct x.
    + try constructor.
    + destruct x; try constructor.
  - destruct x.
    + destruct x; try constructor.
    + replace b with b0 by (apply eqb_prop; assumption).
      constructor.
Qed.",,,,,,,,
CompCert:ValueDomain:cnot_sound,Failed,Failed,Failed,Failed,66.31,58.02,37.93,37.85,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Bool.Bool.

Lemma cmatch_option_negb : forall (ob : option bool) (x : bool), cmatch ob x -> cmatch (option_map negb ob) (negb x).
Proof.
  intros ob x H.
  destruct H; constructor.
Qed.",,,,,,,,
CompCert:ValueDomain:pge_trans,Failed,Abstained,Failed,Failed,56.35,0.25,161.3,155.64,0,0,0,0,Misc,False,False,False,False,0,0,shallow,"Require Import Coq.Program.Basics.

Lemma pge_trans : forall (p q : nat), pge p q -> forall (r : nat), pge q r -> pge p r.
Proof.
  intros p q H1 r H2.
  apply Nat.le_trans with (m := q); assumption.
Qed.",,,,,,,,
CompCert:ValueDomain:pmatch_ge,Failed,Failed,Failed,Failed,122.32,107.7,80.84,75.67,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.

Lemma pmatch_ge : forall (b : bool) (ofs : nat) (p q : list bool), pge p q -> pmatch b ofs q -> pmatch b ofs p.
Proof.
  intros b ofs p q H1 H2.
  induction H1.
  inv H2.
  eauto with va.
Qed.",,,,,,,,
CompCert:ValueDomain:plub_comm,Verified,Verified,Failed,Failed,110.73,106.32,73.2,74.14,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.PeanoNat.
Lemma plub_comm : forall (p q : nat), Nat.max p q = Nat.max q p.
Proof. apply Nat.max_comm. Qed.",,,,,,,,
CompCert:ValueDomain:pge_lub_l,Verified,Verified,Failed,Failed,256.77,252.49,163.11,156.77,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.

Lemma pge_plub_left : forall (p q : nat), Nat.max p q >= p.
Proof.
  intros p q.
  apply Nat.le_max_l.
Qed.",,,,,,,,
CompCert:ValueDomain:pge_lub_r,Failed,Failed,Failed,Failed,117.16,258.67,158.22,156.47,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.

Lemma plub_pge : forall (A : Type) (p q : list A), length (p ++ q) >= length q.
Proof.
  intros A p q. rewrite app_length. apply Nat.le_add_r.
Qed.",,,,,,,,
CompCert:ValueDomain:pmatch_lub_l,Failed,Failed,Failed,Failed,100.3,126.92,75.77,75.85,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.

Lemma pmatch_lub_l : forall (b : block) (ofs : ptrofs) (p q : aptr), pmatch b ofs p -> pmatch b ofs (plub p q).
Proof.
  intros.
  eapply pmatch_ge.
  - apply pge_lub_l.
  - assumption.
Qed.",,,,,,,,
CompCert:ValueDomain:pmatch_lub_r,Failed,Failed,Failed,Failed,102.47,135.95,76.65,76.69,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.

Lemma pmatch_lub_r : forall (b : Type) (ofs : nat) (p q : list b), pmatch b ofs q -> pmatch b ofs (plub p q).
Proof.
  eapply pmatch_ge; eauto.
Qed.",,,,,,,,
CompCert:ValueDomain:plub_least,Failed,Failed,Failed,Failed,238.52,240.89,163.1,155.09,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.

Lemma pge_plub : forall (r p q : nat), r >= p -> r >= q -> r >= (if r =? p then q else if r =? q then p else r).
Proof.
  intros r p q H H0.
  destruct (r =? p) eqn:H1.
  - apply Nat.eqb_eq in H1. rewrite H1. assumption.
  - destruct (r =? q) eqn:H2.
    + apply Nat.eqb_eq in H2. rewrite H2. assumption.
    + apply Nat.eqb_neq in H1. apply Nat.eqb_neq in H2. apply Nat.le_refl.
Qed.",,,,,,,,
CompCert:ValueDomain:pincl_ge,Failed,Failed,Failed,Failed,305.5,302.75,225.94,190.7,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.ZArith.ZArith.

Lemma pincl_pge : forall p q, pincl p q = true -> pge q p.
Proof.
  intros p q H.
  destruct p, q; try discriminate;
  InvBooleans; subst;
  auto.
Qed.",,,,,,,,
CompCert:ValueDomain:ge_pincl,Failed,Failed,Failed,Failed,260.85,249.24,163.02,155.73,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.

Lemma ge_pincl : forall p q, pge p q -> pincl q p = true.
Proof.
  destruct p; destruct q; simpl; auto.
Qed.",,,,,,,,
CompCert:ValueDomain:pincl_sound,Failed,Failed,Failed,Failed,133.23,120.43,76.98,75.7,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.

Lemma pincl_sound : forall (b : block) (ofs : ptrofs) (p q : aptr), pincl p q = true -> pmatch b ofs p -> pmatch b ofs q.
Proof.
  intros b ofs p q H1 H2.
  eapply pmatch_ge; eauto.
Qed.",,,,,,,,
CompCert:ValueDomain:padd_sound,Failed,Failed,Failed,Failed,96.48,116.42,75.71,73.02,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.PeanoNat.
Require Import Coq.Values.ValueAxioms.
Require Import Coq.Values.ValueDomain.

Lemma pmatch_offset : forall (bc : block_classification) (b : block) (ofs : ptrofs) (p : aptr) (delta : Z),
  pmatch bc b ofs p -> pmatch bc b (Ptrofs.add ofs (Ptrofs.repr delta)) (offset_ptr p delta).
Proof.
  intros bc b ofs p delta H.
  inversion H; subst; simpl; eauto with va.
Qed.",,,,,,,,
CompCert:ValueDomain:psub_sound,Failed,Failed,Failed,Failed,96.03,124.94,73.89,73.38,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.PeanoNat.
Require Import Coq.ptrofs.Ptrofs.
Require Import compcert.lib.Integers.
Require Import compcert.common.Values.

Lemma pmatch_offset : forall (b : block) (ofs : ptrofs) (p : aptr) (delta : ptrofs),
  pmatch b ofs p -> pmatch b (Ptrofs.add ofs delta) p.
Proof.
  intros b ofs p delta H.
  inv H; simpl; eauto with va.
Qed.",,,,,,,,
CompCert:ValueDomain:poffset_sound,Failed,Failed,Failed,Failed,230.72,253.15,157.81,155.59,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Lemma pmatch_poffset : forall (b ofs1 ofs2 : nat) (p : nat), pmatch b ofs1 p -> pmatch b ofs2 (poffset p).
Proof.
  intros b ofs1 ofs2 p H.
  inv H.
  simpl.
  eauto with va.
Qed.",,,,,,,,
CompCert:ValueDomain:cmp_different_blocks_none,Failed,Failed,Failed,Failed,228.81,209.13,156.91,155.84,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Lemma cmatch_none_cmp_different_blocks : forall (c : comparison), cmatch None (cmp_different_blocks c).
Proof. intros c. unfold cmp_different_blocks. destruct c; constructor. Qed.",,,,,,,,
CompCert:ValueDomain:cmp_different_blocks_sound,Failed,Failed,Failed,Failed,109.57,123.26,75.91,76.12,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.

Lemma cmatch_val_id_template : forall (A : Type) (c : A) (v : A), c = v -> cmatch c v.
Proof. intros A c v H. rewrite H. constructor. Qed.",,,,,,,,
CompCert:ValueDomain:pcmp_sound,Failed,Failed,Failed,Failed,270.21,236.57,159.03,158.44,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Arith.PeanoNat.
Require Import Coq.Integers.Int.
Require Import compcert.common.Values.

Lemma pcmp_sound : forall valid c b1 ofs1 p1 b2 ofs2 p2,
  pmatch b1 ofs1 p1 -> pmatch b2 ofs2 p2 ->
  cmatch (Val.cmpu_bool valid c (Vptr b1 ofs1) (Vptr b2 ofs2)) (pcmp c p1 p2).
Proof.
  intros valid c b1 ofs1 p1 b2 ofs2 p2 Hpm1 Hpm2.
  assert (DIFF: b1 <> b2 -> Val.cmpu_bool valid c (Vptr b1 ofs1) (Vptr b2 ofs2) = Some (cmp_different_blocks c)).
  { intro",,,,,,,,
CompCert:ValueDomain:pcmp_sound_64,Failed,Failed,Failed,Failed,245.78,243.01,160.27,155.99,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Integers.Int.
Require Import compcert.common.Values.

Lemma pcmp_sound : forall (valid : block -> int -> bool) (c : comparison) (b1 b2 : block) (ofs1 ofs2 : int) (p1 p2 : pmatch),
  pmatch b1 ofs1 p1 -> pmatch b2 ofs2 p2 ->
  cmatch (Val.cmplu_bool valid c (Vptr b1 ofs1) (Vptr b2 ofs2)) (pcmp c p1 p2).
Proof.
  intros valid c b1 b2 ofs1 ofs2 p1 p2 Hpm1 Hpm2.
  assert (DIFF: b1 <> b2 -> Val.cmplu_bool valid c (Vptr b1 ofs1) (Vptr b2 ofs2) = Some ",,,,,,,,
CompCert:ValueDomain:pcmp_none,Failed,Failed,Failed,Failed,96.26,121.11,77.46,73.99,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Compare_dec.
Require Import Coq.Arith.Peano_dec.

Lemma pcmp_match_none : forall (c : comparison) (p1 p2 : positive), cmatch None (pcmp c p1 p2).
Proof.
  intros c p1 p2. unfold pcmp. destruct (Pos.compare p1 p2) eqn:H.
  - constructor.
  - constructor.
  - constructor.
Qed.",,,,,,,,
CompCert:ValueDomain:vmatch_num,Failed,Failed,Failed,Failed,50.63,74.03,40.96,38.56,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Require Import Axioms.

Lemma vmatch_num : forall v p, match v with Vptr _ _ => False | _ => True end -> vmatch v (Num p).
Proof.
  intros v p H.
  destruct v; try constructor.
  contradiction.
Qed.",,,,,,,,
CompCert:ValueDomain:vmatch_ifptr,Failed,Failed,Failed,Failed,54.9,63.82,37.95,37.09,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Require Import compcert.common.Values.
Require Import compcert.common.Memory.

Lemma vmatch_ifptr : forall (v : val) (p : aptr),
  (forall (b : block) (ofs : ptrofs), v = Vptr b ofs -> pmatch b ofs p) ->
  vmatch v (Ifptr p).
Proof.
  intros v p H.
  destruct v; try constructor.
  - apply H. reflexivity.
Qed.",,,,,,,,
CompCert:ValueDomain:vmatch_top,Failed,Failed,Failed,Failed,122.61,102.21,77.55,76.13,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.

Lemma vmatch_top : forall (A : Type) (v x : A), vmatch v x -> vmatch v Vtop.
Proof.
  intros A v x H.
  subst v.
  inv H.
  eapply pmatch_top'.
  eauto.
Qed.",,,,,,,,
CompCert:ValueDomain:is_uns_mon,Failed,Failed,Failed,Failed,60.75,48.67,68.97,37.42,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Lia.

Lemma is_uns_monotone : forall (n1 n2 i : nat), (forall p : nat, p < i -> n1 <= p \/ p < n1) -> n1 <= n2 -> (forall p : nat, p < i -> n2 <= p \/ p < n2).
Proof.
  intros n1 n2 i H1 H2 p H3.
  specialize (H1 p H3).
  destruct H1 as [H4 | H5].
  - left. lia.
  - right. lia.
Qed.",,,,,,,,
CompCert:ValueDomain:is_sgn_mon,Failed,Failed,Failed,Failed,53.76,47.7,41.27,37.12,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Lia.

Lemma is_sgn_monotone : forall (n1 n2 i : nat), (is_sgn n1 i) -> n1 <= n2 -> is_sgn n2 i.
Proof.
  intros n1 n2 i H1 H2.
  red in H1.
  red.
  lia.
Qed.",,,,,,,,
CompCert:ValueDomain:is_uns_sgn,Failed,Failed,Failed,Failed,235.11,220.05,158.07,158.09,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.

Lemma is_uns_is_sgn : forall (n1 n2 i : nat), (forall k : nat, k < n1 -> Z.testbit i k = false) -> n1 < n2 -> (forall k : nat, k < n2 -> Z.testbit i k = Z.testbit i (n2 - 1)).
Proof.
  intros n1 n2 i Huns Hlt k Hk.
  destruct (lt_dec k n1).
  - rewrite Huns by assumption.
    symmetry.
    rewrite Huns by (apply Nat.sub_lt; [assumption|omega]).
    reflexivity.
  - assert (k >= n1) by omega.
    destruct (lt_dec k (n2 - 1)).
    + apply Huns; omega.
    + assert ",,,,,,,,
CompCert:ValueDomain:usize_pos,Failed,Failed,Failed,Failed,327.6,285.27,193.67,189.64,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.ZArith.ZArith.
Lemma usize_nonneg : forall (n : Z), 0 <= Z.to_nat n.
Proof.
  intros n.
  generalize (Z.size_range n).
  lia.
Qed.",,,,,,,,
CompCert:ValueDomain:ssize_pos,Failed,Failed,Failed,Failed,51.39,55.91,37.45,37.38,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Lia.

Lemma ssize_pos : forall (n : nat), 0 < ssize n.
Proof.
  intro n.
  unfold ssize.
  generalize (Nat.lt_ge_cases n 0).
  intros [H | H].
  - lia.
  - lia.
Qed.",,,,,,,,
CompCert:ValueDomain:is_uns_usize,Failed,Failed,Failed,Failed,271.61,294.33,183.29,183.68,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.
Require Import Lia.

Lemma is_uns_usize : forall (i : nat), is_uns (usize i) i.
Proof.
  intros i. red. apply bits_size_2. lia.
Qed.",,,,,,,,
CompCert:ValueDomain:is_sgn_ssize,Failed,Failed,Failed,Failed,128.75,126.35,73.46,73.23,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.PeanoNat.
Lemma sgn_property : forall (i : nat), i < 2 -> i = 0 \/ i = 1.
Proof.
  intros i H.
  destruct i.
  - left; reflexivity.
  - destruct i.
    + right; reflexivity.
    + exfalso; inversion H.
Qed.",,,,,,,,
CompCert:ValueDomain:is_uns_zero_ext,Failed,Failed,Failed,Failed,117.18,94.95,73.65,73.34,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.PeanoNat.
Lemma is_uns_iff : forall (n i : nat), (forall k : nat, k < n -> Z.testbit i k = false) <-> (i < 2 ^ n).
Proof.
  intros n i. split.
  - intro H. apply Nat.lt_succ_r. rewrite <- Nat.le_succ_l. apply Nat.bits_inj_iff. intros k.
    rewrite Nat.testbit_ones, Nat.land_spec, H.
    + simpl. destruct (Nat.ltb_spec k n); auto.
    + apply Nat.le_refl.
  - intro H. intros k Hk. rewrite Nat.testbit_ones in H.
    + rewrite Nat.land_spec. destruct (Nat.ltb_spec k n); au",,,,,,,,
CompCert:ValueDomain:is_sgn_sign_ext,Failed,Failed,Failed,Failed,305.41,262.38,193.55,190.62,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.ZArith.ZArith.
Lemma is_sgn_iff : forall (n : nat) (i : Z), 0 < n -> (is_sgn n i <-> Int n i).
Proof.
  intros n i Hn.
  split.
  - intros H. apply bit_solve. intros j Hj.
    destruct (Z.eq_dec j (Z.of_nat n - 1)).
    + rewrite e. apply testbit_i_Int.
    + apply H; assumption.
  - intros H. apply bit_solve. intros j Hj.
    destruct (Z.lt_ge_cases j (Z.of_nat n - 1)).
    + apply H; assumption.
    + transitivity (Int n i). apply H. apply testbit_i_Int.
Qed.",,,,,,,,
CompCert:ValueDomain:is_zero_ext_uns,Failed,Failed,Failed,Failed,327.31,273.49,193.48,191.08,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.ZArith.ZArith.

Lemma bits_zero_ext_uns : forall (n m : nat) (i : Z),
  (is_uns m i \/ (n <= m)%nat) -> is_uns m (Zzero_ext n i).
Proof.
  intros n m i [H|H].
  - red. intros.
    rewrite Zzero_ext_spec by lia.
    destruct (zlt j n).
    + apply H. lia.
    + auto.
  - red. intros.
    rewrite Zzero_ext_spec by lia.
    destruct (zlt j n).
    + lia.
    + auto.
Qed.",,,,,,,,
CompCert:ValueDomain:is_zero_ext_sgn,Failed,Failed,Failed,Failed,252.65,281.61,184.04,185.6,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.
Require Import Lia.

Lemma is_sgn_property : forall (i n m : nat), n < m -> is_sgn m (Int i n).
Proof.
  intros i n m H.
  red.
  intros.
  rewrite H0.
  apply bits_zero_ext; lia.
  transitivity false.
  apply H1.
  symmetry.
  apply H1.
Qed.",,,,,,,,
CompCert:ValueDomain:is_sign_ext_uns,Failed,Failed,Failed,Failed,290.08,292.78,193.56,190.04,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.ZArith.ZArith.
Require Import Coq.micromega.Lia.

Lemma sign_ext_uns_lemma : forall (n m i : Z), (0 <= m < n) -> is_uns m i -> is_uns m (Int.sign_ext n i).
Proof.
  intros n m i Hrange Huns.
  red. intros j Hj.
  rewrite bits_sign_ext by lia.
  destruct (Z_lt_le_dec j m).
  - apply Huns. lia.
  - lia.
Qed.",,,,,,,,
CompCert:ValueDomain:is_sign_ext_sgn,Failed,Failed,Failed,Failed,306.02,248.44,193.7,189.91,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.ZArith.ZArith.
Lemma sign_ext_widen : forall (i n m : Z), (0 < n)%Z -> (0 < m)%Z -> (is_sgn m i \/ (n <= m)%Z) -> is_sgn m (Int.signed (Int.sign_ext n (Int.repr i))).
Proof.
  intros i n m Hn Hm [H|H].
  - apply is_sgn_sign_ext; auto.
  - rewrite Int.sign_ext_widen; try lia.
    rewrite Int.repr_signed; auto.
Qed.",,,,,,,,
CompCert:ValueDomain:is_uns_wordsize,Failed,Failed,Failed,Failed,63.72,65.46,37.93,36.93,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Lia.
Lemma is_uns_int : forall (A : Type) (i : A), is_uns Int i.
Proof. intro i. red. intro. lia. Qed.",,,,,,,,
CompCert:ValueDomain:is_sgn_wordsize,Verified,Verified,Failed,Failed,126.85,111.9,78.01,76.16,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.
Lemma map_id : forall (A : Type) (l : list A), map (fun (x : A) => x) l = l.
Proof. induction l; simpl; congruence. Qed.",,,,,,,,
CompCert:ValueDomain:is_uns_0,Failed,Failed,Failed,Failed,83.53,56.39,37.84,37.19,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Lia.
Require Import Coq.ZArith.ZArith.

Lemma is_uns_zero_eq : forall (n : Z), is_uns 0 n -> n = Int.zero.
Proof.
  intros n H.
  apply same_bits_eq.
  intros i Hrange.
  rewrite (bits_zero i).
  apply H.
  lia.
Qed.",,,,,,,,
CompCert:ValueDomain:is_uns_1,Failed,Failed,Failed,Failed,126.86,117.2,75.6,74.27,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.PeanoNat.
Require Import Coq.Bool.Bool.

Lemma is_uns_one_implies_eq_zero : forall (n : nat), (forall (i : nat), (i < 1)%nat -> Nat.testbit n i = false) -> n = 0.
Proof.
  intros n H.
  specialize (H 0).
  assert (0 < 1)%nat by (apply Nat.lt_0_1).
  apply H in H0.
  rewrite Nat.testbit_0_r in H0.
  destruct n.
  - reflexivity.
  - simpl in H0. discriminate H0.
Qed.",,,,,,,,
CompCert:ValueDomain:is_uns_range,Failed,Failed,Failed,Failed,262.28,298.06,198.52,190.97,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.ZArith.ZArith.
Lemma is_uns_range : forall z n, 0 <= n -> 0 <= z < Z.pow 2 n -> is_uns n (Int.repr z).
Proof.
  intros z n Hn Hz. red. intros i Hi. rewrite Int.testbit_repr by auto.
  apply Z.bits_above_log2. apply Z.log2_lt_pow2; omega.
Qed.",,,,,,,,
CompCert:ValueDomain:range_is_uns,Failed,Failed,Failed,Failed,305.34,294.95,196.4,192.44,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.ZArith.ZArith.
Require Import compcert.lib.Integers.

Lemma zero_ext_unsigned_bound : forall (n i : Z),
  0 <= n -> is_uns n i -> 0 <= Int.unsigned (Int.zero_ext n (Int.repr i)).
Proof.
  intros n i Hn Huns.
  destruct (zlt n Int.zwordsize).
  - apply is_uns_zero_ext in Huns.
    rewrite Int.zero_ext_mod in Huns by lia.
    rewrite Int.unsigned_repr_eq in Huns.
    rewrite Zmod_mod in Huns.
    apply Z.mod_pos_bound in Huns.
    lia.
  - assert (Int.zero_ext n (Int.repr i) = I",,,,,,,,
CompCert:ValueDomain:is_sgn_range,Failed,Failed,Failed,Failed,320.68,263.12,200.49,191.66,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.ZArith.ZArith.
Require Import Coq.micromega.Lia.

Lemma is_sgn_range : forall z n,
  0 < n -> -(two_p (n - 1)) <= z < two_p (n - 1) -> is_sgn n (Int.repr z).
Proof.
  intros z n Hn Hrange.
  red.
  rewrite Int.signed_repr.
  - lia.
  - split.
    + apply Z.le_trans with (- (two_p (n - 1))).
      * rewrite <- Z.opp_le_mono.
        apply two_p_monotone.
        lia.
      * lia.
    + apply Z.lt_le_trans with (two_p (n - 1)).
      * lia.
      ",,,,,,,,
CompCert:ValueDomain:range_is_sgn,Failed,Failed,Failed,Failed,320.65,283.36,196.98,193.06,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.ZArith.ZArith.
Lemma range_is_sgn : forall i n,
  0 < n -> is_sgn n i -> -(two_p (n - 1)) <= Int.signed i < two_p (n - 1).
Proof.
  intros i n H H0.
  apply is_sgn_sign_ext in H0.
  rewrite H0.
  apply sign_ext_range.
  lia.
Qed.",,,,,,,,
CompCert:ValueDomain:urange_sound,Failed,Failed,Failed,Failed,263.04,297.76,194.01,189.65,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.ZArith.ZArith.
Lemma vmatch_urange_property : forall (i : Z) (a : val) (vmatch : val -> val -> Prop), vmatch (Vint i) a -> 0 <= urange a /\ is_uns (urange a) i.
Proof.
  intros i a vmatch H.
  pose proof Int.wordsize_pos.
  inv H.
  simpl.
  auto.
Qed.",,,,,,,,
CompCert:ValueDomain:srange_sound,Failed,Failed,Failed,Failed,305.26,296.32,194.48,193.09,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.ZArith.ZArith.
Lemma vmatch_srange_sgn : forall (i : Z) (a : Type), vmatch (Vint i) a -> (0 < srange a) /\ is_sgn (srange a) i.
Proof.
  intros i a H.
  pose proof Int.wordsize_pos.
  inv H.
  simpl.
  eauto with va.
Qed.",,,,,,,,
CompCert:ValueDomain:vmatch_uns,Failed,Failed,Failed,Failed,255.97,201.07,157.87,166.42,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Lemma vmatch_uns : forall (p : nat) (i : nat) (n : nat), is_uns n i -> vmatch (Vint i) (uns p n).
Proof. eauto with va. Qed.",,,,,,,,
CompCert:ValueDomain:vmatch_uns_undef,Failed,Failed,Failed,Failed,317.22,299.77,255.88,191.79,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Require Import Coq.ZArith.ZArith.
Require Import compcert.lib.Integers.

Lemma vmatch_undef_uns : forall (p n : Z), vmatch Vundef (uns p n).
Proof.
  intros p n. unfold uns. repeat (destruct zle; auto).
Qed.",,,,,,,,
CompCert:ValueDomain:vmatch_sgn,Failed,Failed,Failed,Failed,126.11,127.54,91.07,77.55,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma vmatch_sgn : forall p i n, is_sgn n i -> vmatch (Vint i) (sgn p n).
Proof. eauto with va. Qed.",,,,,,,,
CompCert:ValueDomain:vmatch_sgn_undef,Failed,Failed,Failed,Failed,278.43,331.83,199.58,190.85,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Require Import Coq.ZArith.ZArith.

Lemma sgn_vmatch_undef : forall (p n : Z), vmatch Vundef (sgn p n).
Proof.
  intros p n.
  unfold sgn.
  repeat (destruct zle).
  all: constructor.
Qed.",,,,,,,,
